"","vc66_iv1","vc67_iv1","vc1_iv1","vc10_iv1","vc11_iv1","vc12_iv1","vc13_iv1","vc14_iv1","vc15_iv1","vc16_iv1","vc17_iv1","vc18_iv1","vc19_iv1","vc2_iv1","vc20_iv1","vc21_iv1","vc22_iv1","vc23_iv1","vc24_iv1","vc25_iv1","vc26_iv1","vc27_iv1","vc28_iv1","vc29_iv1","vc3_iv1","vc30_iv1","vc31_iv1","vc32_iv1","vc33_iv1","vc36_iv1","vc37_iv1","vc38_iv1","vc39_iv1","vc4_iv1","vc40_iv1","vc41_iv1","vc42_iv1","vc43_iv1","vc44_iv1","vc45_iv1","vc46_iv1","vc47_iv1","vc48_iv1","vc49_iv1","vc5_iv1","vc50_iv1","vc51_iv1","vc52_iv1","vc53_iv1","vc54_iv1","vc55_iv1","vc56_iv1","vc57_iv1","vc58_iv1","vc59_iv1","vc6_iv1","vc60_iv1","vc61_iv1","vc62_iv1","vc63_iv1","vc64_iv1","vc65_iv1","vc7_iv1","vc8_iv1","vc9_iv1","s34_vc5","s35_vc5","s36_vc5","s37_vc5","s38_vc5","s39_vc5","s40_vc5","s41_vc5","s42_vc5","s43_vc5","s44_vc5","s45_vc5","s46_vc5","s47_vc5","s48_vc5","s49_vc5","s50_vc5","s51_vc5","s52_vc5","s53_vc5","s54_vc5","s55_vc5","s56_vc5","s57_vc5","s58_vc5","s59_vc5","s60_vc5","s61_vc5","s62_vc5","s63_vc5","s64_vc5","s65_vc6","s66_vc6","s67_vc6","s68_vc6","s69_vc6","s70_vc6","s71_vc6","s72_vc6","s73_vc6","s74_vc6","s75_vc6","s76_vc6","s77_vc6","s78_vc6","s79_vc6","s80_vc6","s81_vc6","s82_vc6","s83_vc6","s84_vc6","s85_vc6","s86_vc6","s87_vc6","s88_vc6","s89_vc6","s90_vc6","s91_vc6","s92_vc6","s93_vc6","s94_vc6","s95_vc6","s96_vc6","s97_vc6","s98_vc6","s99_vc6","s100_vc6","s101_vc6","s102_vc6","s103_vc6","s104_vc6","s105_vc6","s106_vc6","s107_vc6","s108_vc6","s109_vc6","s110_vc6","s111_vc6","s112_vc6","s113_vc6","s114_vc6","s115_vc6","s116_vc6","s117_vc6","s118_vc6","s119_vc6","s120_vc6","s121_vc6","s122_vc6","s123_vc6","s124_vc6","s125_vc6","s126_vc6","s127_vc6","s128_vc6","s1_vc09","s10_vc09","s11_vc09","s12_vc09","s13_vc09","s14_vc09","s15_vc09","s16_vc09","s17_vc09","s18_vc09","s19_vc09","s2_vc09","s20_vc09","s21_vc09","s22_vc09","s23_vc09","s24_vc09","s25_vc09","s26_vc09","s27_vc09","s28_vc09","s29_vc09","s3_vc09","s30_vc09","s4_vc09","s5_vc09","s6_vc09","s7_vc09","s8_vc09","s9_vc09","s1_vc13","s10_vc13","s11_vc13","s12_vc13","s13_vc13","s14_vc13","s15_vc13","s16_vc13","s17_vc13","s18_vc13","s19_vc13","s2_vc13","s20_vc13","s21_vc13","s22_vc13","s23_vc13","s24_vc13","s25_vc13","s26_vc13","s27_vc13","s28_vc13","s29_vc13","s3_vc13","s30_vc13","s31_vc13","s32_vc13","s33_vc13","s34_vc13","s35_vc13","s36_vc13","s37_vc13","s38_vc13","s39_vc13","s4_vc13","s40_vc13","s41_vc13","s42_vc13","s43_vc13","s44_vc13","s45_vc13","s5_vc13","s6_vc13","s7_vc13","s8_vc13","s9_vc13","s1_vc17","s10_vc17","s11_vc17","s12_vc17","s13_vc17","s14_vc17","s15_vc17","s16_vc17","s17_vc17","s18_vc17","s19_vc17","s2_vc17","s20_vc17","s21_vc17","s22_vc17","s23_vc17","s24_vc17","s25_vc17","s26_vc17","s27_vc17","s28_vc17","s29_vc17","s3_vc17","s30_vc17","s31_vc17","s32_vc17","s33_vc17","s34_vc17","s35_vc17","s36_vc17","s37_vc17","s38_vc17","s39_vc17","s4_vc17","s40_vc17","s41_vc17","s42_vc17","s5_vc17","s6_vc17","s7_vc17","s8_vc17","s9_vc17"
"lm106 mapping",3123,3088,1059,661,555,228,0,185,5792,288,1353,5,2019,307,2859,764,892,48,0,0,3048,27624,3093,647,0,261,3334,505,9523,11706,0,0,0,4621,0,0,805,0,43,0,20,4323,0,1602,107,0,8182,2674,1157,0,0,0,0,2294,0,4427,2502,56,154,1905,5,32,67,142,3686,1495,0,0,0,0,0,0,0,0,0,144,9985,3149,444,1199,978,0,0,0,0,0,0,0,0,232,0,0,0,3945,0,0,0,407,0,33,0,6158,0,0,0,47301,0,392,2400,3490,762,3299,3938,7779,0,0,0,24783,0,0,16326,0,17541,5839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3586,892,0,1205,0,79,0,88383,5,14,955,0,9528,7381,789,680,1579,2566,0,722,0,0,0,0,0,0,0,0,2023,150639,0,0,0,0,0,1305,605,3377,807,3938,8307,6647,0,5636,0,0,0,0,0,0,0,0,138,0,1151,5688,2065,3043,2,5875,0,0,1289,1845,2752,3521,5355,0,0,0,5429,1200,0,6910,4483,5760,0,0,972,0,0,0,0,113,357,0,100,1079,351,3007,0,390,17,0,0,0,0,0,0,4392,0,0,0,12122,4728,3501,0,3945,6059,0,0,0,71373,4936,13382,9025,7273,0,0,0,0,0,0,0,0,0,0,232,417,0,0,4697,0,0,0,0,0
"lm107 mapping",698,451,0,0,0,20,204,0,218,0,69,0,14,0,162,56,0,15,0,0,56,0,344,0,0,2,160,0,1,0,0,0,0,480,0,0,0,0,0,0,28,5339,0,560,38,0,460,555,0,0,0,0,0,175,0,308,310,0,0,1534,0,0,35739,12,316,207,0,0,0,0,0,0,0,0,0,0,0,0,0,1057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2081,0,444,0,0,0,0,0,0,0,196,0,437,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,1,49,0,0,3325,701,94,0,275,202,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,451,1012,960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,712,1225,153,0,240,555,0,0,0,1044,1127,783,2,0,0,0,0,2674,0,1641,383,0,0,0,0,0,0,0,0,0,0,0,99,0,0,719,0,0,2,0,0,0,0,0,0,519,0,0,0,0,2090,397,0,5718,1443,0,0,0,0,5,0,0,2221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1014,0,0,0,0,0
"lm108 mapping",1537,1158,637262,0,84,66,0,0,1010,179,573,1,142,7227,329,605,239,2,0,312,243,3,490,807,494,29,171,0,298,0,0,0,0,5346,0,517,0,0,0,0,0,0,0,0,1729,1057,0,0,0,0,0,0,0,1540,1989,2322,1702,0,57,508,7,78,125,236,3911,484,0,0,0,0,0,0,0,0,0,0,0,4965,4983,178,2512,0,0,0,0,0,0,0,0,39,0,0,0,0,26549,0,0,0,0,0,0,1984,0,0,0,93,6700,1509,998,898,4430,4822,2573,1920,0,0,0,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1194,0,0,0,0,0,689,0,0,6160,34,0,737,2461,1737,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,931,1759,2244,330,0,0,1580,0,1091,0,0,0,0,0,0,176,0,0,43,3274,4048,3452,539,361,725,0,0,98,1637,1215,6289,538,0,0,0,0,8161,0,5305,4861,1034,1288,0,0,0,0,629,0,34,0,487,0,265,0,768,0,0,19,0,0,0,0,0,0,374,0,0,0,0,433,686,0,790,721,0,0,0,0,1407,4650,0,0,0,7029,42822,0,0,0,6182,0,0,1831,6319,0,0,0,1415,0,0,0,0,0
"lm109 mapping",1690,2189,2103,0,1296,67,0,0,1409,39,391,0,726,0,775,263,161,13,0,0,813,108,1193,7,167,192,1219,122,121,3942,0,0,0,2625,0,0,0,0,0,0,0,0,0,0,2154,0,0,0,0,0,0,0,0,318,0,2798,715,0,0,729,0,0,6,263,1482,761,0,0,0,0,0,0,0,0,0,1808,1928,12073,361,1565,2907,0,0,0,0,0,0,4,0,2776,0,0,0,776,0,9,0,175,0,0,0,5814,0,0,0,611,0,1217,1657,937,0,506,1847,7475,0,0,0,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282,1962,0,506,0,1,0,0,396,1,0,0,0,0,209,1498,445,518,90,379,0,0,0,0,0,0,0,0,259,0,0,0,0,0,0,2039,590,2667,773,3414,0,2353,0,5989,0,0,0,0,0,0,2,64,0,743,1816,4150,1243,8270,0,2472,0,0,6912,875,2530,2397,7029,0,4298,0,7415,1153,46,5704,1857,18273,116,0,0,18363,0,1290,0,318,454,0,0,0,1205,1473,242,0,2,82,0,0,0,0,0,5403,72,0,0,0,1923,1202,0,6153,5221,0,0,0,0,1010,7270,6789,8833,0,0,0,0,0,0,0,0,0,0,0,639,0,0,2156,0,0,0,0,0
"lm110 mapping",577,439,0,0,146,29,0,0,1310,71,635,0,148,0,587,203,2119,0,0,0,76,294,320,0,0,3,151,0,140,0,0,0,0,1030,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,1472,0,0,0,0,0,0,10,27,527,231,0,0,0,0,0,0,0,0,0,0,2682,0,0,421,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10179,0,1870,0,3960,0,0,0,6203,437,667,0,10426,162,571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,522,0,0,0,0,0,0,172,4,0,0,0,0,1824,197,207,442,323,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,0,1163,0,817,0,879,0,349,0,0,0,0,140892,0,0,0,0,32,0,275,0,770,0,65,0,0,465,0,323,0,1228,0,0,0,21,0,0,130,0,1567,0,0,0,0,0,0,0,73,0,0,0,0,81,479,0,0,0,0,0,0,0,13608,0,1783,0,0,0,7787,2190,857,0,0,1449,0,0,0,0,8075,10378,0,8752,0,0,170698,0,0,0,57436,0,0,1278,192559,0,0,0,185,0,0,0,0,0
"lm111 mapping",2259,1637,0,1280,246,134,326,0,1311,111,455,0,213,0,847,181,382,41,44,0,628,31,51,161,168,139,265,76,120,0,0,0,0,2218,0,0,460,0,52,0,18,1879,0,536,278,0,256,350,2163,0,1153,0,0,180,0,752,1913,104757,0,622,57004,0,31,146,871,957,0,0,0,0,0,0,0,0,0,0,6003,985,0,4938,623,0,0,0,0,0,0,0,0,0,0,0,4117,0,0,0,0,0,0,8573,6886,1344,31,0,0,160,9067,4955,2798,1704,21284,5655,4229,1590,0,0,0,0,0,0,0,0,0,19342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29962,0,508,1016,0,665,0,0,139073,278,7432,0,0,0,0,0,649,1507,481,1081,916,483,0,0,0,0,0,0,0,0,0,0,2092,0,0,0,0,212,1368,1812,384,2599,2028,741,0,6922,0,0,0,0,0,0,0,0,0,4795,5898,2294,1585,4906,551,569,0,0,2309,5627,1878,5866,4250,859,0,70503,21415,11072,0,2891,6291,10095,0,5590,421,0,9224,0,0,78,542,0,5760,1122,796,1963,0,1355,132,85,0,0,0,0,0,2636,0,0,0,12447,5946,3495,0,1432,2287,0,0,0,0,1528,8830,8555,11290,0,0,0,0,0,0,0,0,0,0,0,0,672,0,2417,0,0,0,0,0
"lm112 mapping",4130,3765,1831,705,722,256,95,274,6234,870,1948,35,22273,0,2610,1124,2683,93,0,259,4624,74947,1567,76,297,432,5245,235,89220,10011,0,3985,0,9611,0,0,3010,0,0,0,19,1589,0,0,418,0,17695,0,162,0,0,0,0,66,137,5510,0,0,0,0,1,0,701,2002,5925,1595,0,0,0,0,0,1540,0,0,0,0,2290,2948,3095,2952,2726,0,0,0,0,0,0,0,0,307,0,0,0,1804,0,0,0,5162,16456,75,2762,3624,0,0,6186,470,7737,3161,4884,2115,11378,3038,4677,4763,0,0,0,0,0,0,0,0,0,8390,0,74254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1930,954,0,267,0,0,0,161,45,29,58,0,8726,0,1039,1775,1208,805,654,790,0,0,0,0,0,0,350,0,0,0,2239,0,0,0,0,3009,3171,4446,2771,6290,8220,5290,0,3683,0,0,0,0,0,0,295,0,424,127,5277,7158,3567,8653,542,16374,0,0,3316,6610,7383,4554,11767,0,0,172,15467,11420,0,11221,7117,18103,521,0,63285,0,20242,314,0,2908,1474,472,217,115605,1679,2874,0,1024,21,9,84794,0,0,0,0,4226,0,17981,0,22053,1244,5368,0,5061,6124,0,0,0,0,16816,9449,21771,16266,0,0,0,0,0,0,0,0,0,3769,223,0,0,0,4551,0,0,0,0,0
"lm113 mapping",797,1167,0,0,0,130,0,0,1241,9,908,2,489,352,543,308,327,7,9,0,1005,1657,784,53,0,68,543,372,1754,417,0,0,0,1008,0,0,0,0,129542,84956,0,1712,0,632,87,0,188,857,25,6156,645,0,0,4034,0,1268,3089,26,213,2414,9,158,11,4,509,574,0,0,0,0,0,0,0,0,0,0,3863,0,0,1149,926,0,0,0,0,0,0,0,0,0,0,0,0,0,70706,0,0,0,0,0,3302,1166,0,904,0,691,0,808,348,418,375,1769,1639,1676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,1662,3062,368,2413,320,627,328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1330,2179,274,1218,0,1950,0,1811,0,0,0,0,0,0,41,0,54,53,1379,1435,2132,1341,655,1672,0,0,143,3114,776,1340,1623,0,0,962,0,6445,47,1544,11448,2043,94,215,771,0,0,0,0,32,227,0,111,1185,86,1600,0,0,13,114,340,0,0,0,0,4178,0,0,0,0,6285,610,0,1802,3182,0,0,0,0,4028,0,279,22794,0,0,0,0,0,0,0,0,0,286,0,175,0,0,1642,0,0,0,0,2594
"lm114 mapping",2008,2208,169,0,0,218,218,0,3852,579,2459,4,1277,0,2164,517,1130,8,0,0,502,86,1385,6,5102,176,841,0,91,0,0,0,0,3624,0,0,1981,0,0,0,0,517,0,0,1587,0,0,0,874,0,0,0,0,2608,197,614,0,0,59,0,0,957,1920,68,1846,950,0,0,0,0,0,0,0,0,0,0,5,1341,6029,1144,3452,0,0,0,0,0,0,0,0,0,0,0,4747,0,0,0,381,0,0,7079,5398,0,12,265,0,0,13823,7415,4737,0,13321,2839,4194,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29637,0,0,0,0,0,0,0,5372,0,0,1756,1811,0,454,801,6,0,0,31,0,231,0,38,1409,463,468,4119,339,870,488,0,0,0,0,0,0,0,0,0,0,0,0,0,35401,0,2371,1003,3874,2173,799,0,1935,0,1541,0,0,0,0,0,0,5235,110,94,1917,8238,2358,2845,3332,493,971,0,0,643,867,2200,4515,6087,55,0,0,65,18186,0,2626,4976,6008,4358,0,0,0,15304,0,0,175,225,7417,37,87,840,1206,39922,5146,5,59,0,87598,0,0,0,3706,0,0,0,0,7932,4390,0,802,3969,0,0,0,0,23131,10461,10975,2470,0,125448,0,0,0,16355,0,0,0,0,5541,0,0,0,1505,0,0,0,0,0
"lm115 mapping",1811,1954,10368,0,68,96,127,1275,3173,246,738,34,786,39824,1764,1056,549,219,0,0,1822,56,2612,156,176,224,3325,139,457,726,0,2515,0,3365,0,0,3236,0,81,0,72,5462,0,976,365,1099,527,3613,977,0,2654,0,0,17922,2480,7554,371,288,1069,7900,29,22973,50,132,2861,837,0,0,0,0,0,0,0,0,0,0,1473,0,0,400,2479,0,0,0,0,0,0,785,0,52,0,0,5083,0,0,0,0,0,0,2554,0,2762,0,0,0,329,0,5476,2294,2050,64,5413,2097,2562,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,990,1087,13794,0,0,10,1121,69,0,0,0,1308,462,2582,1553,899,426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1049,1792,1696,1294,3602,1125,1276,0,4396,0,0,0,0,0,0,0,0,0,115,695,1773,498,2435,0,1260,0,0,1067,1813,3584,2294,2301,0,0,0,0,235,0,2016,1935,3843,0,0,0,0,0,197,0,12,314,0,188,0,126,1459,0,0,5,336,0,0,0,3759,37949,2919,89,0,0,19024,4089,2142,0,1670,3915,0,0,0,0,7971,2087,2263,6137,0,0,0,0,0,0,0,0,0,0,0,43,0,0,2598,0,0,0,0,0
"lm116 mapping",4094,4852,375,1469,5391,1572,693,1025,9555,1217,4820,1158,1331,725,5167,1327,2089,13957,1052,470,2626,3612,3524,24,0,3728,2862,184,2395,2086,0,0,0,5460,0,0,1853,0,0,0,58,3924,0,1039,2102,0,1269,2867,1736,4053,0,0,0,4513,1521,7262,3602,103,257,3523,357,883,70,124,3717,1676,0,0,0,0,0,0,0,0,0,0,0,7056,8765,4562,4669,0,0,0,0,0,0,416,0,252,0,0,0,490,0,224,0,324,0,8039,0,4724,0,168,0,804,0,4500,2385,2516,551,2547,3263,4158,0,0,0,84215,0,0,8270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4436,1624,0,1493,1465,0,0,73,2393,42,5760,0,3661,0,2153,3945,2221,2456,1715,900,0,0,0,0,78260,0,0,0,37139,0,0,0,0,0,0,2108,1647,8656,2205,10102,7072,6704,0,3724,0,0,0,0,0,0,0,99,0,322,2425,8369,5820,6816,268,3694,0,12419,1970,7100,10072,9443,9024,0,78400,902,73914,3630,30654,9833,13704,11041,0,0,1167,0,5171,1125,0,0,168,210,0,2533,238,3602,0,69791,3,0,0,0,0,0,0,4811,35,0,0,1559,11519,5532,0,5359,8309,0,0,0,0,4451,20896,2560,11963,0,0,0,0,0,0,0,0,0,0,40,860,0,0,6006,0,0,0,0,0
"lm117 mapping",1907,1869,101,0,400,38,0,0,1711,138,658,3,238,0,610,438,204,53,28,0,940,267,1610,24,0,122,1491,64,531,2897,0,1571,0,2583,0,0,522,0,67,0,0,690,0,452,1823,869,0,2027,0,0,280,0,0,3966,288,1406,582,16,324,5586,7,962,2373,19,1565,881,0,0,0,0,0,0,0,0,0,0,6482,1493,2039,750,830,0,0,0,188872,0,0,0,0,306,0,0,0,0,0,2550,0,0,0,4106,1535,2670,0,738,0,437,0,4422,2725,1673,0,5219,1433,4044,0,0,0,564,0,0,0,20184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,1525,0,377,0,3,0,0,42,24,78,14195,0,0,536,3046,1997,951,277,388,0,0,0,0,0,0,0,0,0,0,7109,0,0,0,40275,1729,561,3121,590,2583,0,5199,0,1952,0,0,0,0,0,0,0,0,0,36,5364,7427,2810,2684,179,2407,0,0,461,8154,2594,729,7090,0,0,34,30,4964,0,6547,10891,5857,35,21963,6116,0,0,897,0,59,0,0,32069,26518,445,1555,0,1163,16,0,0,0,0,0,0,0,0,0,0,0,1258,8531,0,2720,511,0,0,0,0,1009,11619,13174,2858,0,0,0,0,0,0,0,0,0,0,0,188,0,0,3080,0,0,0,0,0
"lm118 mapping",1158,1406,0,13914,178,3,0,0,0,0,0,9,0,790,1,0,1,5,0,0,190,10,125,0,0,9,98,0,19,1186,0,0,0,1008,0,0,0,0,0,0,0,199,0,0,24,0,0,0,0,0,0,0,0,3589,0,350,1652,0,277,3144,0,290,13,9,550,499,0,0,0,0,0,0,0,0,0,2540,2782,0,0,842,636,0,0,0,0,0,0,0,0,86,0,0,0,0,19494,0,0,0,3659,0,1403,2317,287391,0,0,1411,6228,1201,2607,1280,4784,2370,3115,3120,0,0,12359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,809,0,31,0,0,0,0,2,0,84,0,2525,0,77,762,309,1004,551,368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1158,1354,2795,327,3807,0,1298,0,122,0,0,0,0,0,0,215,0,0,32,5056,3124,1736,1297,614,1121,0,0,242,6182,3387,2485,2704,0,0,0,0,11527,0,4190,1418,3257,273,0,0,0,31960,0,0,84,5730,0,64,2,196,960,0,359,2,53,156,0,0,4792,0,1704,0,0,0,0,2394,1824,0,4059,1587,0,0,0,0,62904,8575,21784,0,0,435229,0,0,0,863,0,0,0,0,0,0,1286,0,217,0,0,0,0,0
"lm119 mapping",2825,4257,112,4163,93,291,134,677,6103,846,2526,75,766,731,3224,699,5381,75,0,65,2401,978,1626,89,746,259,3207,99,2081,4898,0,4897,0,4941,0,0,676,0,37,0,48,3559,0,1077,151,771,269,1003,0,0,783,0,0,813,136,1984,1021,0,699,2868,0,23,224,158,3138,1227,0,0,0,0,0,0,0,0,0,0,2321,8162,9588,1382,464,0,0,0,0,0,0,0,0,1146,0,0,0,3701,0,0,0,103,0,4485,1959,3006,7,44,0,230,0,4896,2258,3320,31,3912,4768,3848,0,0,0,149,0,0,20615,0,7168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1523,884,45861,79,1959,0,0,0,551,0,221,0,6041,0,386,2296,1869,1801,1548,572,0,0,0,0,0,0,0,52019,32354,0,0,0,0,0,0,2278,1126,6823,3297,4055,4895,4075,0,5689,0,0,0,0,0,0,86,0,0,40638,6303,3660,1805,2906,184,1055,0,0,912,7129,3032,2385,5196,0,2796,0,0,6321,0,5948,2406,5634,907,0,0,0,0,0,0,0,18,1576,0,136,207,1615,0,907,5,0,0,0,0,0,0,1763,0,0,0,0,4171,1263,0,0,0,304546,6110,0,45835,8552,10177,0,8454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4261,0,0,0,0,0
"lm120 mapping",1552,1738,290,1924,95,14,0,0,234,30,306,1,12,440,152,557,4,98,0,71,1539,1239,1754,2,13328,56,2200,0,3681,282,0,1348,0,4966,0,0,1579,0,0,0,0,2752,0,1311,182,0,153,3082,0,0,365,0,0,2051,491,5286,4596,178,428,0,13,13,55966,196,3404,616,0,0,0,0,0,0,0,0,0,0,1678,0,0,470,1468,0,0,0,0,0,0,0,0,491,0,0,0,0,0,118,0,828,0,2779,0,2313,4,0,0,242,0,1739,215,1149,28,612,569,2924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6661,0,0,0,0,0,0,0,0,132,0,0,0,0,18,0,12977,0,0,0,131,973,2289,1235,669,361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1893,0,1502,1097,1873,962,2448,0,1355,0,0,0,0,0,0,56,0,0,0,2840,1059,1325,1791,204,896,0,0,239,4238,471,1585,1440,0,0,0,0,5626,582,1011,4449,2326,427,0,2,0,0,0,0,18,97,0,0,125,5,1295,0,0,4,0,0,0,94496,2568,0,1712,0,0,0,0,0,5369,0,3292,3195,0,0,0,0,6921,4916,0,12196,0,2354,0,0,0,0,0,0,0,2697,0,0,0,0,0,0,0,0,0,0
"lm121 mapping",1849,1901,1661,666,50,174,358,433,2902,507,1868,1725,533,2895,1624,854,131,360,0,181,4040,1437,3138,520,0,437,4780,481,1757,751,0,594,0,1149,0,0,2467,0,0,1142,0,2627,0,1485,18,0,14313,2899,758,0,0,0,0,1028,0,4203,1510,0,86,793,2,0,352,43,934,740,0,0,0,0,0,0,0,0,94112,0,23,0,0,1585,2230,0,0,0,0,0,0,0,0,57,0,0,1837,0,0,0,4811,288,0,2,2013,3082,0,122263,0,3899,0,2040,2230,1962,55,1749,2304,3382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6390,0,0,0,0,0,557,808,0,661,0,611,0,0,16,1,0,0,6248,0,839,1421,1186,1431,0,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1106,2159,1120,3607,2950,1874,0,2559,0,0,0,0,0,0,0,0,347,571,469,4442,292,7301,0,2348,0,0,2498,1335,8529,0,8111,0,0,0,5,1027,7,6206,14276,13513,0,139,387,0,0,0,0,758,349,0,0,1221,864,1594,0,0,3,2,0,0,0,0,0,281,0,0,0,0,1498,763,0,2574,520,0,0,0,0,0,132,545,7591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,0,0,0,0,0
"lm122 mapping",723,1011,0,47156,4574,21,0,0,754,11,370,46,310,0,395,392,1,2,0,0,48,8,15,2,1690,5,2,0,0,1889,0,3542,0,2290,0,0,0,0,0,0,26,1551,0,640,78,0,0,1780,0,0,713,0,0,5132,0,3078,4779,0,362,608,21,10,17,63,1799,410,0,0,0,0,0,0,0,0,0,0,3148,0,0,350,148,0,0,0,0,0,0,0,0,1,0,0,0,7236,0,0,0,0,0,0,0,1598,0,0,0,115,0,1366,2,775,0,478,99,1399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,819,0,0,0,0,0,0,0,3,0,0,0,8167,0,242,1363,880,0,302,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,578,155,920,0,1948,0,404,0,534,0,0,0,0,0,0,826,269,0,0,5359,6214,0,190,383,5022,0,0,0,8186,4820,0,246,0,1438,0,0,5707,0,10104,0,141,0,0,0,0,0,0,0,0,0,0,59,0,73,535,0,0,5,61,179,0,0,0,0,391,0,0,0,0,1183,2477,0,5291,1509,0,0,0,0,25,0,2759,467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,934,0,2028,0,0,0
"lm123 mapping",1266,1583,0,0,0,88,0,212,2072,507,449,399,437,0,755,142,1943,1,0,0,0,2,4,0,0,2,2,0,0,209,0,1655,0,254,0,0,0,0,0,0,25,2934,0,584,0,0,393,1881,0,0,0,0,0,1107,546,48,964,0,77,0,20,42,10,12,59,540,0,0,0,0,0,0,0,0,0,0,1572,3567,0,665,2084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9538,148,0,0,1585,437,3,379,0,117,5163,2750,1277,1395,3580,1056,567,850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340,0,0,89,0,0,0,0,15,0,0,0,0,0,155,493,321,655,526,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,371,2784,164,2801,3461,571,0,2452,0,0,0,0,0,0,24,0,0,0,1474,1060,1926,0,243,323,0,0,0,2168,1009,1835,5,0,0,0,0,4147,0,856,1237,0,1001,0,0,0,0,0,0,0,0,0,68,102,0,483,0,0,4,3,0,0,0,0,0,3979,0,0,0,5651,438,0,0,4634,1949,0,0,0,0,0,5489,3332,7704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2099,0,0,0,0,0
"lm124 mapping",943,1485,0,0,0,18,0,0,311,0,267,3,139,0,167,180,1,83,1030,79,2398,1358,1734,48,0,855,2569,666,3754,848,0,0,0,214,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1098,0,1832,0,0,1979,0,118,3625,0,0,0,5,32,9,2,195,493,0,0,0,0,0,0,0,0,0,0,0,0,6095,1779,0,0,0,0,0,0,0,1099,0,231,0,0,0,0,0,243,0,0,0,8580,0,1075,0,0,0,286,0,3545,2366,1609,0,4077,2003,1184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,769,1832,0,3,0,0,0,61,2,4099,66,0,1589,0,1435,967,1423,33,0,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,641,2187,205,97,588,1845,1514,0,1869,0,0,0,0,0,0,0,0,2263,0,1600,1054,4377,1408,2714,1350,0,0,127,4679,1277,5967,3717,0,0,0,0,2146,0,1910,6179,1900,0,779,0,0,0,0,13294,69,0,0,1437,225,110,670,0,0,34,0,0,0,0,3521,0,7511,0,0,0,5839,2859,737,0,2704,6168,0,0,0,0,8467,457,1559,13947,0,0,0,0,0,0,0,0,0,0,0,979,0,0,1055,0,2028,0,0,0
